Word,Frequency,Belonging,Score
199999999999996,2,1,2
316,2,1,2
1584,2,1,2
2200000000003,2,1,2
1755,2,1,2
972,2,1,2
10718,1,1,1
10448,1,1,1
10656,1,1,1
671,1,1,1
10345,1,1,1
584,1,1,1
2924,1,1,1
10863,1,1,1
10613,1,1,1
358,1,1,1
10724,1,1,1
638,1,1,1
10485,1,1,1
10490,1,1,1
3163,1,1,1
10878,1,1,1
10927,1,1,1
10275,1,1,1
307,1,1,1
10554,1,1,1
1819,1,1,1
11001,1,1,1
2769,1,1,1
11021,1,1,1
1967,1,1,1
2332,1,1,1
6941,1,1,1
10615,1,1,1
10645,1,1,1
1535,1,1,1
10383,1,1,1
899,1,1,1
10561,1,1,1
2650,1,1,1
2844,1,1,1
10941,1,1,1
1739,1,1,1
9999999999998,1,1,1
4769,1,1,1
10585,1,1,1
10712,1,1,1
1238,1,1,1
10296,1,1,1
10314,1,1,1
1024,1,1,1
985,1,1,1
2327,1,1,1
10420,1,1,1
1897,1,1,1
10979,1,1,1
1536,1,1,1
4813,1,1,1
10469,1,1,1
10429,1,1,1
1228,1,1,1
1748,1,1,1
11030,1,1,1
1900,1,1,1
1494,1,1,1
5500,1,1,1
16321,1,1,1
900000000001,1,1,1
10672,1,1,1
4210,1,1,1
10426,1,1,1
10454,1,1,1
10780,1,1,1
10773,1,1,1
1287,1,1,1
2216,1,1,1
10953,1,1,1
4050,1,1,1
4675,1,1,1
10431,1,1,1
2523,1,1,1
11024,1,1,1
1966,1,1,1
10456,1,1,1
10823,1,1,1
3107,1,1,1
10862,1,1,1
581,1,1,1
10309,1,1,1
10929,1,1,1
379,1,1,1
10256,1,1,1
10572,1,1,1
1565,1,1,1
6499999999999,1,1,1
11038,1,1,1
751,1,1,1
10679,1,1,1
10356,1,1,1
1106,1,1,1
10569,1,1,1
977,1,1,1
10984,1,1,1
1809,1,1,1
10508,1,1,1
10327,1,1,1
2262,1,1,1
10382,1,1,1
1386,1,1,1
2900,1,1,1
10481,1,1,1
10756,1,1,1
1312,1,1,1
2487,1,1,1
11057,1,1,1
10384,1,1,1
10812,1,1,1
1392,1,1,1
1852,1,1,1
10360,1,1,1
3465,1,1,1
7390,1,1,1
10912,1,1,1
8267,1,1,1
10552,1,1,1
10720,1,1,1
10549,1,1,1
2544,1,1,1
4181,1,1,1
4819,1,1,1
10643,1,1,1
1086,1,1,1
10440,1,1,1
681,1,1,1
2376,1,1,1
5793,1,1,1
10704,1,1,1
132,1,1,1
10887,1,1,1
10798,1,1,1
446,1,1,1
10713,1,1,1
2827,1,1,1
10289,1,1,1
239,1,1,1
10525,1,1,1
846,1,1,1
10910,1,1,1
10876,1,1,1
917,1,1,1
10428,1,1,1
10678,1,1,1
3800,1,1,1
1158,1,1,1
5256,1,1,1
10719,1,1,1
298,1,1,1
10436,1,1,1
1216,1,1,1
148,1,1,1
2210,1,1,1
10267,1,1,1
4031,1,1,1
10654,1,1,1
668,1,1,1
10320,1,1,1
10493,1,1,1
10711,1,1,1
3935,1,1,1
9999999999995,1,1,1
4451,1,1,1
10361,1,1,1
1496,1,1,1
2273,1,1,1
10889,1,1,1
11380,1,1,1
10517,1,1,1
10353,1,1,1
10702,1,1,1
10364,1,1,1
10990,1,1,1
66,1,1,1
1881,1,1,1
4931,1,1,1
10408,1,1,1
1622,1,1,1
10476,1,1,1
10266,1,1,1
10764,1,1,1
2540,1,1,1
10837,1,1,1
1254,1,1,1
10818,1,1,1
833,1,1,1
11023,1,1,1
10299,1,1,1
10359,1,1,1
2176,1,1,1
3654,1,1,1
10423,1,1,1
10934,1,1,1
10607,1,1,1
6475,1,1,1
10509,1,1,1
10663,1,1,1
2032,1,1,1
11063,1,1,1
1445,1,1,1
10940,1,1,1
10673,1,1,1
10671,1,1,1
11015,1,1,1
622,1,1,1
10676,1,1,1
534,1,1,1
10868,1,1,1
2004,1,1,1
10644,1,1,1
1422,1,1,1
10926,1,1,1
514,1,1,1
10313,1,1,1
11007,1,1,1
2633,1,1,1
10779,1,1,1
1335,1,1,1
10541,1,1,1
1054,1,1,1
757,1,1,1
2162,1,1,1
10766,1,1,1
10546,1,1,1
2812,1,1,1
10342,1,1,1
2300,1,1,1
10518,1,1,1
04999999999998,1,1,1
4150,1,1,1
10483,1,1,1
10954,1,1,1
10421,1,1,1
1273,1,1,1
10860,1,1,1
10617,1,1,1
10594,1,1,1
565,1,1,1
10880,1,1,1
10726,1,1,1
10474,1,1,1
308,1,1,1
10737,1,1,1
10367,1,1,1
10999,1,1,1
1261,1,1,1
10271,1,1,1
11010,1,1,1
10357,1,1,1
398,1,1,1
217,1,1,1
10669,1,1,1
10840,1,1,1
10558,1,1,1
590,1,1,1
10451,1,1,1
470,1,1,1
40000000000003,1,1,1
572,1,1,1
4277,1,1,1
10295,1,1,1
10690,1,1,1
10967,1,1,1
10870,1,1,1
10251,1,1,1
11050,1,1,1
10968,1,1,1
1408,1,1,1
11018,1,1,1
1575,1,1,1
10817,1,1,1
1232,1,1,1
11490,1,1,1
10626,1,1,1
1503,1,1,1
10969,1,1,1
10767,1,1,1
10925,1,1,1
559,1,1,1
10933,1,1,1
10303,1,1,1
10616,1,1,1
5032,1,1,1
10820,1,1,1
10512,1,1,1
618,1,1,1
10250,1,1,1
1813,1,1,1
10477,1,1,1
10958,1,1,1
10693,1,1,1
2334,1,1,1
10619,1,1,1
1260,1,1,1
10975,1,1,1
10732,1,1,1
10412,1,1,1
10932,1,1,1
10684,1,1,1
1768,1,1,1
10343,1,1,1
1330,1,1,1
1586,1,1,1
10321,1,1,1
10292,1,1,1
10573,1,1,1
2082,1,1,1
10311,1,1,1
10634,1,1,1
3125,1,1,1
4985,1,1,1
11014,1,1,1
10255,1,1,1
2490,1,1,1
10463,1,1,1
10692,1,1,1
10751,1,1,1
10583,1,1,1
2413,1,1,1
10422,1,1,1
10882,1,1,1
238,1,1,1
988,1,1,1
10464,1,1,1
281,1,1,1
1848,1,1,1
10778,1,1,1
11028,1,1,1
2160,1,1,1
10315,1,1,1
10506,1,1,1
10492,1,1,1
896,1,1,1
10745,1,1,1
243,1,1,1
4529,1,1,1
10707,1,1,1
11016,1,1,1
10344,1,1,1
10500,1,1,1
10733,1,1,1
1459,1,1,1
10666,1,1,1
4666,1,1,1
9400000000005,1,1,1
10804,1,1,1
1116,1,1,1
1094,1,1,1
2290,1,1,1
10471,1,1,1
1328,1,1,1
10638,1,1,1
2088,1,1,1
2720,1,1,1
10332,1,1,1
2000,1,1,1
10563,1,1,1
965,1,1,1
10785,1,1,1
10942,1,1,1
10317,1,1,1
10584,1,1,1
10935,1,1,1
10258,1,1,1
1105,1,1,1
10348,1,1,1
10410,1,1,1
802,1,1,1
10575,1,1,1
2147,1,1,1
11052,1,1,1
1665,1,1,1
10301,1,1,1
755,1,1,1
10963,1,1,1
10381,1,1,1
10972,1,1,1
251,1,1,1
10706,1,1,1
1893,1,1,1
10869,1,1,1
1630,1,1,1
10416,1,1,1
10528,1,1,1
313,1,1,1
10836,1,1,1
4705,1,1,1
10529,1,1,1
946,1,1,1
10651,1,1,1
11055,1,1,1
1727,1,1,1
10796,1,1,1
1163,1,1,1
2878,1,1,1
10913,1,1,1
10900,1,1,1
10664,1,1,1
1515,1,1,1
11042,1,1,1
10596,1,1,1
1476,1,1,1
10494,1,1,1
10957,1,1,1
10265,1,1,1
1176,1,1,1
10547,1,1,1
1908,1,1,1
10559,1,1,1
10738,1,1,1
10982,1,1,1
1014,1,1,1
10781,1,1,1
1132,1,1,1
10576,1,1,1
838,1,1,1
10391,1,1,1
10387,1,1,1
218,1,1,1
1058,1,1,1
10938,1,1,1
1666,1,1,1
752,1,1,1
3642,1,1,1
10811,1,1,1
852,1,1,1
10974,1,1,1
10914,1,1,1
10319,1,1,1
1191,1,1,1
10323,1,1,1
10873,1,1,1
10715,1,1,1
10686,1,1,1
10363,1,1,1
10570,1,1,1
2595,1,1,1
10937,1,1,1
644,1,1,1
10847,1,1,1
1530,1,1,1
1182,1,1,1
6164,1,1,1
10290,1,1,1
2169,1,1,1
10988,1,1,1
3772,1,1,1
10249,1,1,1
1696,1,1,1
1863,1,1,1
10843,1,1,1
10455,1,1,1
1310,1,1,1
10507,1,1,1
881,1,1,1
10728,1,1,1
10739,1,1,1
10622,1,1,1
10946,1,1,1
1407,1,1,1
10995,1,1,1
1196,1,1,1
10418,1,1,1
10297,1,1,1
1420,1,1,1
10770,1,1,1
10665,1,1,1
1295,1,1,1
10372,1,1,1
8432,1,1,1
1904,1,1,1
1167,1,1,1
6000000000001,1,1,1
12281,1,1,1
10609,1,1,1
10248,1,1,1
10793,1,1,1
10959,1,1,1
10378,1,1,1
11069,1,1,1
10866,1,1,1
1461,1,1,1
10769,1,1,1
10978,1,1,1
10865,1,1,1
17250,1,1,1
10331,1,1,1
10376,1,1,1
10802,1,1,1
246,1,1,1
3923,1,1,1
11034,1,1,1
233,1,1,1
171,1,1,1
554,1,1,1
10705,1,1,1
10854,1,1,1
3100,1,1,1
10574,1,1,1
764,1,1,1
10861,1,1,1
3523,1,1,1
10307,1,1,1
10521,1,1,1
10902,1,1,1
1015,1,1,1
10750,1,1,1
1871,1,1,1
10831,1,1,1
10906,1,1,1
10473,1,1,1
206,1,1,1
10637,1,1,1
406,1,1,1
2896,1,1,1
10264,1,1,1
10625,1,1,1
10351,1,1,1
10000000000001,1,1,1
1193,1,1,1
5677,1,1,1
10641,1,1,1
2054,1,1,1
10716,1,1,1
371,1,1,1
706,1,1,1
10262,1,1,1
204,1,1,1
10748,1,1,1
2196,1,1,1
10350,1,1,1
518,1,1,1
10467,1,1,1
134,1,1,1
235,1,1,1
10871,1,1,1
2083,1,1,1
10439,1,1,1
222,1,1,1
1078,1,1,1
10395,1,1,1
2333,1,1,1
10433,1,1,1
10438,1,1,1
567,1,1,1
11013,1,1,1
361,1,1,1
11009,1,1,1
10284,1,1,1
1452,1,1,1
10445,1,1,1
10568,1,1,1
10424,1,1,1
11493,1,1,1
10373,1,1,1
1708,1,1,1
10916,1,1,1
10273,1,1,1
882,1,1,1
10627,1,1,1
1264,1,1,1
10697,1,1,1
1073,1,1,1
11066,1,1,1
10897,1,1,1
9903,1,1,1
240000000002,1,1,1
10530,1,1,1
4180,1,1,1
10480,1,1,1
756,1,1,1
10955,1,1,1
10760,1,1,1
3304,1,1,1
10504,1,1,1
712,1,1,1
1388,1,1,1
10399,1,1,1
1765,1,1,1
10771,1,1,1
10259,1,1,1
sierras,1,1,1
granada,1,1,1
9993,1,1,1
centc,1,1,1
10810,1,1,1
10885,1,1,1
1209,1,1,1
10511,1,1,1
3000,1,1,1
10888,1,1,1
10411,1,1,1
1208,1,1,1
10503,1,1,1
1627,1,1,1
421,1,1,1
10310,1,1,1
197,1,1,1
10544,1,1,1
10442,1,1,1
1792,1,1,1
10324,1,1,1
2808,1,1,1
6155,1,1,1
10365,1,1,1
10944,1,1,1
1139,1,1,1
10306,1,1,1
207,1,1,1
10447,1,1,1
914,1,1,1
10598,1,1,1
2195,1,1,1
2388,1,1,1
10283,1,1,1
952,1,1,1
1414,1,1,1
10406,1,1,1
1528,1,1,1
10462,1,1,1
151,1,1,1
00000000000003,1,1,1
10486,1,1,1
1272,1,1,1
10943,1,1,1
10293,1,1,1
10761,1,1,1
10989,1,1,1
1353,1,1,1
10717,1,1,1
1331,1,1,1
10589,1,1,1
10400,1,1,1
2079,1,1,1
3063,1,1,1
10358,1,1,1
10513,1,1,1
2427,1,1,1
10829,1,1,1
1764,1,1,1
10740,1,1,1
10734,1,1,1
1498,1,1,1
10322,1,1,1
10515,1,1,1
5268,1,1,1
10655,1,1,1
10936,1,1,1
10339,1,1,1
176,1,1,1
2184,1,1,1
1103,1,1,1
11005,1,1,1
586,1,1,1
10825,1,1,1
10484,1,1,1
127,1,1,1
10886,1,1,1
10370,1,1,1
10533,1,1,1
2295,1,1,1
10286,1,1,1
3016,1,1,1
10792,1,1,1
10298,1,1,1
10579,1,1,1
317,1,1,1
10593,1,1,1
2493,1,1,1
10282,1,1,1
10595,1,1,1
3420,1,1,1
6300,1,1,1
10723,1,1,1
10674,1,1,1
10472,1,1,1
1051,1,1,1
10658,1,1,1
1288,1,1,1
1870,1,1,1
4668,1,1,1
10725,1,1,1
287,1,1,1
10832,1,1,1
10797,1,1,1
11011,1,1,1
10272,1,1,1
1456,1,1,1
10729,1,1,1
1850,1,1,1
10366,1,1,1
10542,1,1,1
178,1,1,1
11064,1,1,1
3003,1,1,1
4722,1,1,1
10688,1,1,1
10853,1,1,1
10401,1,1,1
2128,1,1,1
3868,1,1,1
10731,1,1,1
1990,1,1,1
10815,1,1,1
10580,1,1,1
1067,1,1,1
10628,1,1,1
10790,1,1,1
10890,1,1,1
10587,1,1,1
807,1,1,1
10964,1,1,1
10765,1,1,1
10727,1,1,1
10396,1,1,1
583,1,1,1
1903,1,1,1
10991,1,1,1
2870,1,1,1
10340,1,1,1
2564,1,1,1
10703,1,1,1
10294,1,1,1
571,1,1,1
10618,1,1,1
1750,1,1,1
2697,1,1,1
11037,1,1,1
10845,1,1,1
4059,1,1,1
10460,1,1,1
10539,1,1,1
355,1,1,1
10450,1,1,1
531,1,1,1
10714,1,1,1
2941,1,1,1
10566,1,1,1
10415,1,1,1
10526,1,1,1
1344,1,1,1
10783,1,1,1
1442,1,1,1
10821,1,1,1
678,1,1,1
10670,1,1,1
2301,1,1,1
10377,1,1,1
1016,1,1,1
10838,1,1,1
2584,1,1,1
10478,1,1,1
10304,1,1,1
11029,1,1,1
1286,1,1,1
10328,1,1,1
1168,1,1,1
10920,1,1,1
10545,1,1,1
10833,1,1,1
1007,1,1,1
10819,1,1,1
10786,1,1,1
1913,1,1,1
10536,1,1,1
1190,1,1,1
2085,1,1,1
10791,1,1,1
1926,1,1,1
10434,1,1,1
10605,1,1,1
2380,1,1,1
4326,1,1,1
2500,1,1,1
1400,1,1,1
10263,1,1,1
2464,1,1,1
10746,1,1,1
2311,1,1,1
10425,1,1,1
10380,1,1,1
163,1,1,1
1419,1,1,1
10816,1,1,1
8891,1,1,1
10922,1,1,1
10749,1,1,1
10337,1,1,1
597,1,1,1
2467,1,1,1
10560,1,1,1
1257,1,1,1
10949,1,1,1
2958,1,1,1
4422,1,1,1
10875,1,1,1
229,1,1,1
99999999999997,1,1,1
729,1,1,1
10992,1,1,1
10334,1,1,1
10996,1,1,1
10965,1,1,1
10754,1,1,1
10923,1,1,1
460,1,1,1
10696,1,1,1
996,1,1,1
10905,1,1,1
10402,1,1,1
2281,1,1,1
2713,1,1,1
10553,1,1,1
244,1,1,1
1546,1,1,1
10952,1,1,1
10788,1,1,1
770,1,1,1
10312,1,1,1
883,1,1,1
1614,1,1,1
10977,1,1,1
10998,1,1,1
10444,1,1,1
373,1,1,1
1031,1,1,1
10270,1,1,1
1376,1,1,1
11012,1,1,1
1224,1,1,1
2974,1,1,1
10386,1,1,1
166,1,1,1
11035,1,1,1
1754,1,1,1
10667,1,1,1
301,1,1,1
1921,1,1,1
10899,1,1,1
10375,1,1,1
10368,1,1,1
473,1,1,1
10939,1,1,1
10822,1,1,1
10735,1,1,1
596,1,1,1
10915,1,1,1
539,1,1,1
10621,1,1,1
758,1,1,1
10903,1,1,1
10987,1,1,1
696,1,1,1
2772,1,1,1
10928,1,1,1
137,1,1,1
10960,1,1,1
11017,1,1,1
6050,1,1,1
6750,1,1,1
10736,1,1,1
842,1,1,1
10827,1,1,1
465,1,1,1
10917,1,1,1
365,1,1,1
10758,1,1,1
1644,1,1,1
10699,1,1,1
10531,1,1,1
11025,1,1,1
10505,1,1,1
11067,1,1,1
11026,1,1,1
10994,1,1,1
10491,1,1,1
305,1,1,1
10520,1,1,1
10268,1,1,1
1101,1,1,1
10414,1,1,1
10614,1,1,1
464,1,1,1
10403,1,1,1
1005,1,1,1
9000000000001,1,1,1
10650,1,1,1
10983,1,1,1
10394,1,1,1
10776,1,1,1
6360,1,1,1
6984,1,1,1
10591,1,1,1
812,1,1,1
10557,1,1,1
10774,1,1,1
10680,1,1,1
1682,1,1,1
10191,1,1,1
10639,1,1,1
10640,1,1,1
945,1,1,1
10635,1,1,1
10349,1,1,1
10374,1,1,1
11041,1,1,1
10951,1,1,1
482,1,1,1
10698,1,1,1
3600,1,1,1
10389,1,1,1
788,1,1,1
1832,1,1,1
10279,1,1,1
10892,1,1,1
10632,1,1,1
11033,1,1,1
2296,1,1,1
3592,1,1,1
10976,1,1,1
10409,1,1,1
10336,1,1,1
10392,1,1,1
10904,1,1,1
1725,1,1,1
1924,1,1,1
10397,1,1,1
10432,1,1,1
236,1,1,1
485,1,1,1
10556,1,1,1
10844,1,1,1
10479,1,1,1
6324,1,1,1
733,1,1,1
10850,1,1,1
740,1,1,1
10826,1,1,1
10582,1,1,1
10789,1,1,1
3687,1,1,1
10855,1,1,1
10278,1,1,1
1488,1,1,1
10950,1,1,1
10659,1,1,1
1291,1,1,1
10482,1,1,1
10516,1,1,1
2614,1,1,1
10604,1,1,1
10532,1,1,1
10828,1,1,1
527,1,1,1
10881,1,1,1
10586,1,1,1
10413,1,1,1
345,1,1,1
2123,1,1,1
10623,1,1,1
1429,1,1,1
11003,1,1,1
326,1,1,1
10254,1,1,1
10980,1,1,1
10859,1,1,1
1438,1,1,1
11032,1,1,1
6587,1,1,1
8902,1,1,1
10398,1,1,1
10446,1,1,1
10567,1,1,1
3109,1,1,1
10514,1,1,1
3159,1,1,1
2660,1,1,1
820,1,1,1
8623,1,1,1
10682,1,1,1
10459,1,1,1
1688,1,1,1
10624,1,1,1
1393,1,1,1
10708,1,1,1
10814,1,1,1
2070,1,1,1
10849,1,1,1
1052,1,1,1
1399999999999,1,1,1
10543,1,1,1
10550,1,1,1
749,1,1,1
10630,1,1,1
918,1,1,1
10911,1,1,1
858,1,1,1
11031,1,1,1
94,1,1,1
2393,1,1,1
10848,1,1,1
10457,1,1,1
10700,1,1,1
10893,1,1,1
2970,1,1,1
906,1,1,1
5502,1,1,1
10325,1,1,1
1497,1,1,1
10427,1,1,1
10839,1,1,1
10555,1,1,1
3680,1,1,1
10597,1,1,1
10896,1,1,1
11053,1,1,1
2187,1,1,1
831,1,1,1
3658,1,1,1
10522,1,1,1
2657,1,1,1
10261,1,1,1
10524,1,1,1
3192,1,1,1
10800,1,1,1
10808,1,1,1
1660,1,1,1
11049,1,1,1
10872,1,1,1
2166,1,1,1
10461,1,1,1
579,1,1,1
2051,1,1,1
10660,1,1,1
10755,1,1,1
2598,1,1,1
10642,1,1,1
870,1,1,1
10291,1,1,1
10346,1,1,1
1123,1,1,1
1731,1,1,1
10973,1,1,1
10497,1,1,1
425,1,1,1
11000,1,1,1
10757,1,1,1
385,1,1,1
3082,1,1,1
10260,1,1,1
1746,1,1,1
10857,1,1,1
2630,1,1,1
10924,1,1,1
2034,1,1,1
11027,1,1,1
10948,1,1,1
2120,1,1,1
2362,1,1,1
10743,1,1,1
10772,1,1,1
2228,1,1,1
3603,1,1,1
10701,1,1,1
3370,1,1,1
10441,1,1,1
10611,1,1,1
808,1,1,1
10675,1,1,1
1423,1,1,1
10369,1,1,1
2527,1,1,1
10784,1,1,1
11036,1,1,1
1692,1,1,1
10362,1,1,1
1549,1,1,1
10652,1,1,1
331,1,1,1
10281,1,1,1
10921,1,1,1
1936,1,1,1
10417,1,1,1
11283,1,1,1
10335,1,1,1
2035,1,1,1
10803,1,1,1
10452,1,1,1
546,1,1,1
1550,1,1,1
2096,1,1,1
10981,1,1,1
10502,1,1,1
10600,1,1,1
10782,1,1,1
11002,1,1,1
10805,1,1,1
2635,1,1,1
10407,1,1,1
1194,1,1,1
10841,1,1,1
2750,1,1,1
4581,1,1,1
10931,1,1,1
837,1,1,1
10465,1,1,1
1782,1,1,1
2719,1,1,1
10510,1,1,1
4735,1,1,1
10388,1,1,1
1048,1,1,1
1274,1,1,1
10956,1,1,1
677,1,1,1
10864,1,1,1
282,1,1,1
10496,1,1,1
10962,1,1,1
792,1,1,1
3584,1,1,1
10695,1,1,1
642,1,1,1
10813,1,1,1
10405,1,1,1
10744,1,1,1
10807,1,1,1
10435,1,1,1
10824,1,1,1
10519,1,1,1
2356,1,1,1
10681,1,1,1
1327,1,1,1
10371,1,1,1
10562,1,1,1
10636,1,1,1
10775,1,1,1
10801,1,1,1
4035,1,1,1
10907,1,1,1
10355,1,1,1
10379,1,1,1
61,1,1,1
561,1,1,1
10763,1,1,1
10458,1,1,1
3891,1,1,1
10794,1,1,1
10930,1,1,1
1097,1,1,1
2455,1,1,1
10689,1,1,1
10867,1,1,1
10986,1,1,1
2220,1,1,1
10385,1,1,1
10581,1,1,1
10527,1,1,1
1670,1,1,1
10468,1,1,1
10852,1,1,1
2465,1,1,1
2984,1,1,1
10851,1,1,1
2740,1,1,1
10577,1,1,1
569,1,1,1
10333,1,1,1
688,1,1,1
10753,1,1,1
10799,1,1,1
1585,1,1,1
10877,1,1,1
2086,1,1,1
10966,1,1,1
10620,1,1,1
10610,1,1,1
10578,1,1,1
117,1,1,1
10787,1,1,1
10834,1,1,1
10647,1,1,1
636,1,1,1
10602,1,1,1
10537,1,1,1
265,1,1,1
1823,1,1,1
10274,1,1,1
538,1,1,1
10777,1,1,1
10523,1,1,1
975,1,1,1
2715,1,1,1
10257,1,1,1
877,1,1,1
1119,1,1,1
10662,1,1,1
10752,1,1,1
11006,1,1,1
247,1,1,1
391,1,1,1
58000000000004,1,1,1
10352,1,1,1
118,1,1,1
10993,1,1,1
6189,1,1,1
6527,1,1,1
10404,1,1,1
10393,1,1,1
1743,1,1,1
3302,1,1,1
6000000000004,1,1,1
10300,1,1,1
10470,1,1,1
10338,1,1,1
10945,1,1,1
245,1,1,1
10601,1,1,1
2285,1,1,1
10538,1,1,1
10710,1,1,1
10898,1,1,1
10612,1,1,1
6375,1,1,1
10858,1,1,1
10280,1,1,1
613,1,1,1
10631,1,1,1
10809,1,1,1
11046,1,1,1
1564,1,1,1
10330,1,1,1
1245,1,1,1
1940,1,1,1
10661,1,1,1
703,1,1,1
10997,1,1,1
11020,1,1,1
10302,1,1,1
1248,1,1,1
1019,1,1,1
2708,1,1,1
10390,1,1,1
10489,1,1,1
502,1,1,1
10879,1,1,1
611,1,1,1
10308,1,1,1
10419,1,1,1
2208,1,1,1
10277,1,1,1
10657,1,1,1
4371,1,1,1
10252,1,1,1
2592,1,1,1
3730,1,1,1
10590,1,1,1
10691,1,1,1
4951,1,1,1
1840,1,1,1
466,1,1,1
2366,1,1,1
10164,1,1,1
10501,1,1,1
10633,1,1,1
3944,1,1,1
6483,1,1,1
10970,1,1,1
10498,1,1,1
575,1,1,1
11004,1,1,1
10606,1,1,1
1413,1,1,1
10874,1,1,1
10919,1,1,1
10730,1,1,1
10318,1,1,1
10856,1,1,1
10548,1,1,1
275,1,1,1
10475,1,1,1
11022,1,1,1
1402,1,1,1
10608,1,1,1
10534,1,1,1
10683,1,1,1
10354,1,1,1
10551,1,1,1
1836,1,1,1
10908,1,1,1
10341,1,1,1
10768,1,1,1
1477,1,1,1
10269,1,1,1
10646,1,1,1
455,1,1,1
1928,1,1,1
10901,1,1,1
11043,1,1,1
10884,1,1,1
1450,1,1,1
10592,1,1,1
10894,1,1,1
2898,1,1,1
10668,1,1,1
694,1,1,1
10571,1,1,1
10694,1,1,1
2700,1,1,1
4825,1,1,1
10759,1,1,1
10565,1,1,1
598,1,1,1
10253,1,1,1
1444,1,1,1
10895,1,1,1
495,1,1,1
1674,1,1,1
3400,1,1,1
6379,1,1,1
10466,1,1,1
10846,1,1,1
10449,1,1,1
347,1,1,1
1838,1,1,1
10603,1,1,1
10947,1,1,1
10830,1,1,1
1974,1,1,1
10443,1,1,1
436,1,1,1
10316,1,1,1
2758,1,1,1
2835,1,1,1
10347,1,1,1
10742,1,1,1
3118,1,1,1
10722,1,1,1
1570,1,1,1
10721,1,1,1
11056,1,1,1
3740,1,1,1
10762,1,1,1
4337,1,1,1
10891,1,1,1
10971,1,1,1
10287,1,1,1
924,1,1,1
11060,1,1,1
10285,1,1,1
943,1,1,1
2179,1,1,1
10648,1,1,1
382,1,1,1
10649,1,1,1
1434,1,1,1
10687,1,1,1
4850,1,1,1
6201,1,1,1
10747,1,1,1
395,1,1,1
1912,1,1,1
10918,1,1,1
1930,1,1,1
10629,1,1,1
299,1,1,1
10685,1,1,1
801,1,1,1
10795,1,1,1
1134,1,1,1
1365,1,1,1
2499,1,1,1
11048,1,1,1
10288,1,1,1
10437,1,1,1
10909,1,1,1
10961,1,1,1
10709,1,1,1
3424,1,1,1
11047,1,1,1
1090,1,1,1
10487,1,1,1
925,1,1,1
10564,1,1,1
1299,1,1,1
10453,1,1,1
453,1,1,1
10305,1,1,1
4157,1,1,1
10276,1,1,1
10653,1,1,1
1203,1,1,1
11044,1,1,1
10430,1,1,1
1404,1,1,1
5796,1,1,1
